customer_id,address_id,date_from,address_type,date_to
40006,40006,2012-02-02 06:48:41,wpuu4,1980-04-22 13:30:51
7,7,1992-08-03 01:02:43,jmii,1972-01-06 18:20:08
10007,10007,1992-08-03 01:02:43,jmii1,1972-01-06 18:20:08
20007,20007,1992-08-03 01:02:43,jmii2,1972-01-06 18:20:08
30007,30007,1992-08-03 01:02:43,jmii3,1972-01-06 18:20:08
40007,40007,1992-08-03 01:02:43,jmii4,1972-01-06 18:20:08
8,8,1997-05-03 03:53:27,vdlj,1991-03-02 18:34:38
10008,10008,1997-05-03 03:53:27,vdlj1,1991-03-02 18:34:38
20008,20008,1997-05-03 03:53:27,vdlj2,1991-03-02 18:34:38
30008,30008,1997-05-03 03:53:27,vdlj3,1991-03-02 18:34:38
40008,40008,1997-05-03 03:53:27,vdlj4,1991-03-02 18:34:38
9,9,2004-10-30 04:43:54,qbzk,2012-01-29 06:46:43
10009,10009,2004-10-30 04:43:54,qbzk1,2012-01-29 06:46:43
20009,20009,2004-10-30 04:43:54,qbzk2,2012-01-29 06:46:43
30009,30009,2004-10-30 04:43:54,qbzk3,2012-01-29 06:46:43
40009,40009,2004-10-30 04:43:54,qbzk4,2012-01-29 06:46:43
10,10,2022-07-26 23:53:58,tetg,2008-03-29 13:31:23
10010,10010,2022-07-26 23:53:58,tetg1,2008-03-29 13:31:23
20010,20010,2022-07-26 23:53:58,tetg2,2008-03-29 13:31:23
30010,30010,2022-07-26 23:53:58,tetg3,2008-03-29 13:31:23
40010,40010,2022-07-26 23:53:58,tetg4,2008-03-29 13:31:23
11,11,1985-05-25 11:40:31,eiqd,1993-03-06 17:16:34
10011,10011,1985-05-25 11:40:31,eiqd1,1993-03-06 17:16:34
20011,20011,1985-05-25 11:40:31,eiqd2,1993-03-06 17:16:34
30011,30011,1985-05-25 11:40:31,eiqd3,1993-03-06 17:16:34
40011,40011,1985-05-25 11:40:31,eiqd4,1993-03-06 17:16:34
12,12,2022-02-25 08:09:10,iddr,1975-08-03 21:46:10
10012,10012,2022-02-25 08:09:10,iddr1,1975-08-03 21:46:10
20012,20012,2022-02-25 08:09:10,iddr2,1975-08-03 21:46:10
30012,30012,2022-02-25 08:09:10,iddr3,1975-08-03 21:46:10
40012,40012,2022-02-25 08:09:10,iddr4,1975-08-03 21:46:10
13,13,1971-07-27 15:26:16,bmjo,2025-09-16 21:39:10
10013,10013,1971-07-27 15:26:16,bmjo1,2025-09-16 21:39:10
20013,20013,1971-07-27 15:26:16,bmjo2,2025-09-16 21:39:10
30013,30013,1971-07-27 15:26:16,bmjo3,2025-09-16 21:39:10
40013,40013,1971-07-27 15:26:16,bmjo4,2025-09-16 21:39:10
14,14,1972-10-30 08:18:49,gapk,1994-06-09 00:43:31
10014,10014,1972-10-30 08:18:49,gapk1,1994-06-09 00:43:31
20014,20014,1972-10-30 08:18:49,gapk2,1994-06-09 00:43:31
30014,30014,1972-10-30 08:18:49,gapk3,1994-06-09 00:43:31
40014,40014,1972-10-30 08:18:49,gapk4,1994-06-09 00:43:31
15,15,2015-06-26 05:35:32,mqxr,2021-05-04 00:43:38
10015,10015,2015-06-26 05:35:32,mqxr1,2021-05-04 00:43:38
20015,20015,2015-06-26 05:35:32,mqxr2,2021-05-04 00:43:38
30015,30015,2015-06-26 05:35:32,mqxr3,2021-05-04 00:43:38
40015,40015,2015-06-26 05:35:32,mqxr4,2021-05-04 00:43:38
16,16,1973-06-02 07:38:43,nfak,2025-10-29 03:38:39
10016,10016,1973-06-02 07:38:43,nfak1,2025-10-29 03:38:39
20016,20016,1973-06-02 07:38:43,nfak2,2025-10-29 03:38:39
30016,30016,1973-06-02 07:38:43,nfak3,2025-10-29 03:38:39
40016,40016,1973-06-02 07:38:43,nfak4,2025-10-29 03:38:39
17,17,2019-12-07 10:05:47,qymu,2010-04-24 11:14:07
10017,10017,2019-12-07 10:05:47,qymu1,2010-04-24 11:14:07
20017,20017,2019-12-07 10:05:47,qymu2,2010-04-24 11:14:07
30017,30017,2019-12-07 10:05:47,qymu3,2010-04-24 11:14:07
40017,40017,2019-12-07 10:05:47,qymu4,2010-04-24 11:14:07
18,18,1970-08-08 06:21:24,hmis,2003-04-18 15:43:15
10018,10018,1970-08-08 06:21:24,hmis1,2003-04-18 15:43:15
20018,20018,1970-08-08 06:21:24,hmis2,2003-04-18 15:43:15
30018,30018,1970-08-08 06:21:24,hmis3,2003-04-18 15:43:15
40018,40018,1970-08-08 06:21:24,hmis4,2003-04-18 15:43:15
19,19,1980-03-20 21:32:53,gpwi,2009-05-28 14:35:12
10019,10019,1980-03-20 21:32:53,gpwi1,2009-05-28 14:35:12
20019,20019,1980-03-20 21:32:53,gpwi2,2009-05-28 14:35:12
30019,30019,1980-03-20 21:32:53,gpwi3,2009-05-28 14:35:12
40019,40019,1980-03-20 21:32:53,gpwi4,2009-05-28 14:35:12
20,20,2021-02-04 18:30:44,pxti,1979-09-04 04:03:28
10020,10020,2021-02-04 18:30:44,pxti1,1979-09-04 04:03:28
20020,20020,2021-02-04 18:30:44,pxti2,1979-09-04 04:03:28
30020,30020,2021-02-04 18:30:44,pxti3,1979-09-04 04:03:28
40020,40020,2021-02-04 18:30:44,pxti4,1979-09-04 04:03:28
21,21,2016-08-11 15:15:44,tcpt,2007-08-24 19:41:23
10021,10021,2016-08-11 15:15:44,tcpt1,2007-08-24 19:41:23
20021,20021,2016-08-11 15:15:44,tcpt2,2007-08-24 19:41:23
30021,30021,2016-08-11 15:15:44,tcpt3,2007-08-24 19:41:23
40021,40021,2016-08-11 15:15:44,tcpt4,2007-08-24 19:41:23
22,22,1998-01-26 11:16:38,sqgk,1991-02-07 19:12:55
10022,10022,1998-01-26 11:16:38,sqgk1,1991-02-07 19:12:55
20022,20022,1998-01-26 11:16:38,sqgk2,1991-02-07 19:12:55
30022,30022,1998-01-26 11:16:38,sqgk3,1991-02-07 19:12:55
40022,40022,1998-01-26 11:16:38,sqgk4,1991-02-07 19:12:55
23,23,2017-10-31 18:12:50,cjsk,2015-08-30 12:34:02
10023,10023,2017-10-31 18:12:50,cjsk1,2015-08-30 12:34:02
20023,20023,2017-10-31 18:12:50,cjsk2,2015-08-30 12:34:02
30023,30023,2017-10-31 18:12:50,cjsk3,2015-08-30 12:34:02
40023,40023,2017-10-31 18:12:50,cjsk4,2015-08-30 12:34:02
24,24,2012-05-31 19:18:34,eljz,2009-11-23 12:52:30
10024,10024,2012-05-31 19:18:34,eljz1,2009-11-23 12:52:30
20024,20024,2012-05-31 19:18:34,eljz2,2009-11-23 12:52:30
30024,30024,2012-05-31 19:18:34,eljz3,2009-11-23 12:52:30
40024,40024,2012-05-31 19:18:34,eljz4,2009-11-23 12:52:30
25,25,1982-12-08 13:58:07,kygo,1987-12-15 09:43:28
10025,10025,1982-12-08 13:58:07,kygo1,1987-12-15 09:43:28
20025,20025,1982-12-08 13:58:07,kygo2,1987-12-15 09:43:28
30025,30025,1982-12-08 13:58:07,kygo3,1987-12-15 09:43:28
40025,40025,1982-12-08 13:58:07,kygo4,1987-12-15 09:43:28
26,26,2022-01-23 18:51:01,ritk,2010-07-27 01:03:27
10026,10026,2022-01-23 18:51:01,ritk1,2010-07-27 01:03:27
20026,20026,2022-01-23 18:51:01,ritk2,2010-07-27 01:03:27
30026,30026,2022-01-23 18:51:01,ritk3,2010-07-27 01:03:27
40026,40026,2022-01-23 18:51:01,ritk4,2010-07-27 01:03:27
27,27,2000-09-13 11:21:16,qbuo,1993-08-11 19:01:03
10027,10027,2000-09-13 11:21:16,qbuo1,1993-08-11 19:01:03
20027,20027,2000-09-13 11:21:16,qbuo2,1993-08-11 19:01:03
30027,30027,2000-09-13 11:21:16,qbuo3,1993-08-11 19:01:03
40027,40027,2000-09-13 11:21:16,qbuo4,1993-08-11 19:01:03
28,28,2022-12-15 08:40:27,blbx,2004-04-23 11:32:30
10028,10028,2022-12-15 08:40:27,blbx1,2004-04-23 11:32:30
20028,20028,2022-12-15 08:40:27,blbx2,2004-04-23 11:32:30
30028,30028,2022-12-15 08:40:27,blbx3,2004-04-23 11:32:30
40028,40028,2022-12-15 08:40:27,blbx4,2004-04-23 11:32:30
29,29,2003-05-25 10:46:30,mmeq,2009-04-14 15:42:38
10029,10029,2003-05-25 10:46:30,mmeq1,2009-04-14 15:42:38
20029,20029,2003-05-25 10:46:30,mmeq2,2009-04-14 15:42:38
30029,30029,2003-05-25 10:46:30,mmeq3,2009-04-14 15:42:38
40029,40029,2003-05-25 10:46:30,mmeq4,2009-04-14 15:42:38
30,30,1991-08-31 11:47:36,tpbi,2025-05-29 21:27:09
10030,10030,1991-08-31 11:47:36,tpbi1,2025-05-29 21:27:09
20030,20030,1991-08-31 11:47:36,tpbi2,2025-05-29 21:27:09
30030,30030,1991-08-31 11:47:36,tpbi3,2025-05-29 21:27:09
40030,40030,1991-08-31 11:47:36,tpbi4,2025-05-29 21:27:09
31,31,2005-02-04 05:34:54,xoqj,2016-02-14 10:17:31
10031,10031,2005-02-04 05:34:54,xoqj1,2016-02-14 10:17:31
20031,20031,2005-02-04 05:34:54,xoqj2,2016-02-14 10:17:31
30031,30031,2005-02-04 05:34:54,xoqj3,2016-02-14 10:17:31
40031,40031,2005-02-04 05:34:54,xoqj4,2016-02-14 10:17:31
32,32,1995-10-10 01:09:55,ippp,2004-08-27 20:20:19
10032,10032,1995-10-10 01:09:55,ippp1,2004-08-27 20:20:19
20032,20032,1995-10-10 01:09:55,ippp2,2004-08-27 20:20:19
30032,30032,1995-10-10 01:09:55,ippp3,2004-08-27 20:20:19
40032,40032,1995-10-10 01:09:55,ippp4,2004-08-27 20:20:19
33,33,2001-05-11 22:14:30,vpyh,1995-09-26 17:06:02
10033,10033,2001-05-11 22:14:30,vpyh1,1995-09-26 17:06:02
20033,20033,2001-05-11 22:14:30,vpyh2,1995-09-26 17:06:02
30033,30033,2001-05-11 22:14:30,vpyh3,1995-09-26 17:06:02
40033,40033,2001-05-11 22:14:30,vpyh4,1995-09-26 17:06:02
34,34,1983-05-17 17:32:42,fdjc,1996-01-31 11:28:53
10034,10034,1983-05-17 17:32:42,fdjc1,1996-01-31 11:28:53
20034,20034,1983-05-17 17:32:42,fdjc2,1996-01-31 11:28:53
30034,30034,1983-05-17 17:32:42,fdjc3,1996-01-31 11:28:53
40034,40034,1983-05-17 17:32:42,fdjc4,1996-01-31 11:28:53
35,35,2012-02-05 05:43:48,ddqa,2001-11-12 22:23:53
10035,10035,2012-02-05 05:43:48,ddqa1,2001-11-12 22:23:53
20035,20035,2012-02-05 05:43:48,ddqa2,2001-11-12 22:23:53
30035,30035,2012-02-05 05:43:48,ddqa3,2001-11-12 22:23:53
40035,40035,2012-02-05 05:43:48,ddqa4,2001-11-12 22:23:53
36,36,1989-06-05 06:36:40,cwym,2001-09-13 05:58:19
10036,10036,1989-06-05 06:36:40,cwym1,2001-09-13 05:58:19
20036,20036,1989-06-05 06:36:40,cwym2,2001-09-13 05:58:19
30036,30036,1989-06-05 06:36:40,cwym3,2001-09-13 05:58:19
40036,40036,1989-06-05 06:36:40,cwym4,2001-09-13 05:58:19
37,37,2017-04-12 10:14:01,guqa,1979-06-17 08:54:39
10037,10037,2017-04-12 10:14:01,guqa1,1979-06-17 08:54:39
20037,20037,2017-04-12 10:14:01,guqa2,1979-06-17 08:54:39
30037,30037,2017-04-12 10:14:01,guqa3,1979-06-17 08:54:39
40037,40037,2017-04-12 10:14:01,guqa4,1979-06-17 08:54:39
38,38,1978-03-11 10:51:13,lhxs,1971-01-16 11:23:42
10038,10038,1978-03-11 10:51:13,lhxs1,1971-01-16 11:23:42
20038,20038,1978-03-11 10:51:13,lhxs2,1971-01-16 11:23:42
30038,30038,1978-03-11 10:51:13,lhxs3,1971-01-16 11:23:42
40038,40038,1978-03-11 10:51:13,lhxs4,1971-01-16 11:23:42
39,39,1990-11-26 23:20:52,wnhd,1999-03-05 06:23:47
10039,10039,1990-11-26 23:20:52,wnhd1,1999-03-05 06:23:47
20039,20039,1990-11-26 23:20:52,wnhd2,1999-03-05 06:23:47
30039,30039,1990-11-26 23:20:52,wnhd3,1999-03-05 06:23:47
40039,40039,1990-11-26 23:20:52,wnhd4,1999-03-05 06:23:47
40,40,2020-02-28 23:38:20,etzj,1978-09-18 12:59:05
10040,10040,2020-02-28 23:38:20,etzj1,1978-09-18 12:59:05
20040,20040,2020-02-28 23:38:20,etzj2,1978-09-18 12:59:05
30040,30040,2020-02-28 23:38:20,etzj3,1978-09-18 12:59:05
40040,40040,2020-02-28 23:38:20,etzj4,1978-09-18 12:59:05
41,41,1986-06-25 05:36:34,twfs,2003-06-11 14:50:20
10041,10041,1986-06-25 05:36:34,twfs1,2003-06-11 14:50:20
20041,20041,1986-06-25 05:36:34,twfs2,2003-06-11 14:50:20
30041,30041,1986-06-25 05:36:34,twfs3,2003-06-11 14:50:20
40041,40041,1986-06-25 05:36:34,twfs4,2003-06-11 14:50:20
42,42,2023-12-07 11:23:36,vjvt,2010-01-27 11:54:54
10042,10042,2023-12-07 11:23:36,vjvt1,2010-01-27 11:54:54
20042,20042,2023-12-07 11:23:36,vjvt2,2010-01-27 11:54:54
30042,30042,2023-12-07 11:23:36,vjvt3,2010-01-27 11:54:54
40042,40042,2023-12-07 11:23:36,vjvt4,2010-01-27 11:54:54
43,43,1985-11-28 22:12:53,zpsc,1993-09-02 11:22:00
10043,10043,1985-11-28 22:12:53,zpsc1,1993-09-02 11:22:00
20043,20043,1985-11-28 22:12:53,zpsc2,1993-09-02 11:22:00
30043,30043,1985-11-28 22:12:53,zpsc3,1993-09-02 11:22:00
40043,40043,1985-11-28 22:12:53,zpsc4,1993-09-02 11:22:00
44,44,2004-12-13 05:22:13,jsdb,1987-10-17 09:28:12
10044,10044,2004-12-13 05:22:13,jsdb1,1987-10-17 09:28:12
20044,20044,2004-12-13 05:22:13,jsdb2,1987-10-17 09:28:12
30044,30044,2004-12-13 05:22:13,jsdb3,1987-10-17 09:28:12
40044,40044,2004-12-13 05:22:13,jsdb4,1987-10-17 09:28:12
45,45,2008-08-17 18:14:08,nizn,1991-07-12 00:03:45
10045,10045,2008-08-17 18:14:08,nizn1,1991-07-12 00:03:45
20045,20045,2008-08-17 18:14:08,nizn2,1991-07-12 00:03:45
30045,30045,2008-08-17 18:14:08,nizn3,1991-07-12 00:03:45
40045,40045,2008-08-17 18:14:08,nizn4,1991-07-12 00:03:45
46,46,1976-12-15 17:48:29,djxo,1982-01-16 21:52:05
10046,10046,1976-12-15 17:48:29,djxo1,1982-01-16 21:52:05
20046,20046,1976-12-15 17:48:29,djxo2,1982-01-16 21:52:05
30046,30046,1976-12-15 17:48:29,djxo3,1982-01-16 21:52:05
40046,40046,1976-12-15 17:48:29,djxo4,1982-01-16 21:52:05
47,47,2010-12-13 23:51:30,uega,1977-01-09 20:01:32
10047,10047,2010-12-13 23:51:30,uega1,1977-01-09 20:01:32
20047,20047,2010-12-13 23:51:30,uega2,1977-01-09 20:01:32
30047,30047,2010-12-13 23:51:30,uega3,1977-01-09 20:01:32
40047,40047,2010-12-13 23:51:30,uega4,1977-01-09 20:01:32
48,48,2000-11-11 19:13:29,deew,1977-11-19 09:23:18
10048,10048,2000-11-11 19:13:29,deew1,1977-11-19 09:23:18
20048,20048,2000-11-11 19:13:29,deew2,1977-11-19 09:23:18
30048,30048,2000-11-11 19:13:29,deew3,1977-11-19 09:23:18
40048,40048,2000-11-11 19:13:29,deew4,1977-11-19 09:23:18
49,49,1979-02-27 15:17:52,fojj,2016-03-01 06:28:50
10049,10049,1979-02-27 15:17:52,fojj1,2016-03-01 06:28:50
20049,20049,1979-02-27 15:17:52,fojj2,2016-03-01 06:28:50
30049,30049,1979-02-27 15:17:52,fojj3,2016-03-01 06:28:50
40049,40049,1979-02-27 15:17:52,fojj4,2016-03-01 06:28:50
50,50,2004-09-30 07:34:59,ekin,1998-03-13 06:19:29
10050,10050,2004-09-30 07:34:59,ekin1,1998-03-13 06:19:29
20050,20050,2004-09-30 07:34:59,ekin2,1998-03-13 06:19:29
30050,30050,2004-09-30 07:34:59,ekin3,1998-03-13 06:19:29
40050,40050,2004-09-30 07:34:59,ekin4,1998-03-13 06:19:29
51,51,2018-12-16 17:59:17,nlfy,1979-05-15 03:37:14
10051,10051,2018-12-16 17:59:17,nlfy1,1979-05-15 03:37:14
20051,20051,2018-12-16 17:59:17,nlfy2,1979-05-15 03:37:14
30051,30051,2018-12-16 17:59:17,nlfy3,1979-05-15 03:37:14
40051,40051,2018-12-16 17:59:17,nlfy4,1979-05-15 03:37:14
52,52,2025-03-05 12:44:58,kmlu,2003-05-29 16:27:08
10052,10052,2025-03-05 12:44:58,kmlu1,2003-05-29 16:27:08
20052,20052,2025-03-05 12:44:58,kmlu2,2003-05-29 16:27:08
30052,30052,2025-03-05 12:44:58,kmlu3,2003-05-29 16:27:08
40052,40052,2025-03-05 12:44:58,kmlu4,2003-05-29 16:27:08
53,53,1986-04-05 04:42:40,nttq,1972-07-13 14:01:19
10053,10053,1986-04-05 04:42:40,nttq1,1972-07-13 14:01:19
20053,20053,1986-04-05 04:42:40,nttq2,1972-07-13 14:01:19
30053,30053,1986-04-05 04:42:40,nttq3,1972-07-13 14:01:19
40053,40053,1986-04-05 04:42:40,nttq4,1972-07-13 14:01:19
54,54,2010-03-20 01:44:31,iywl,1996-08-12 04:31:48
10054,10054,2010-03-20 01:44:31,iywl1,1996-08-12 04:31:48
20054,20054,2010-03-20 01:44:31,iywl2,1996-08-12 04:31:48
30054,30054,2010-03-20 01:44:31,iywl3,1996-08-12 04:31:48
40054,40054,2010-03-20 01:44:31,iywl4,1996-08-12 04:31:48
55,55,1973-08-16 17:04:57,jwmz,1974-12-20 11:29:55
10055,10055,1973-08-16 17:04:57,jwmz1,1974-12-20 11:29:55
20055,20055,1973-08-16 17:04:57,jwmz2,1974-12-20 11:29:55
30055,30055,1973-08-16 17:04:57,jwmz3,1974-12-20 11:29:55
40055,40055,1973-08-16 17:04:57,jwmz4,1974-12-20 11:29:55
56,56,1989-06-26 08:06:52,jwnc,2000-10-19 16:47:04
10056,10056,1989-06-26 08:06:52,jwnc1,2000-10-19 16:47:04
20056,20056,1989-06-26 08:06:52,jwnc2,2000-10-19 16:47:04
30056,30056,1989-06-26 08:06:52,jwnc3,2000-10-19 16:47:04
40056,40056,1989-06-26 08:06:52,jwnc4,2000-10-19 16:47:04
57,57,2005-09-27 16:49:01,ksdx,1998-11-08 09:29:00
10057,10057,2005-09-27 16:49:01,ksdx1,1998-11-08 09:29:00
20057,20057,2005-09-27 16:49:01,ksdx2,1998-11-08 09:29:00
30057,30057,2005-09-27 16:49:01,ksdx3,1998-11-08 09:29:00
40057,40057,2005-09-27 16:49:01,ksdx4,1998-11-08 09:29:00
58,58,1972-03-13 12:52:00,hizx,2002-05-12 02:50:53
10058,10058,1972-03-13 12:52:00,hizx1,2002-05-12 02:50:53
20058,20058,1972-03-13 12:52:00,hizx2,2002-05-12 02:50:53
30058,30058,1972-03-13 12:52:00,hizx3,2002-05-12 02:50:53
40058,40058,1972-03-13 12:52:00,hizx4,2002-05-12 02:50:53
59,59,1995-07-05 08:02:06,gkgz,2023-04-06 01:50:05
10059,10059,1995-07-05 08:02:06,gkgz1,2023-04-06 01:50:05
20059,20059,1995-07-05 08:02:06,gkgz2,2023-04-06 01:50:05
30059,30059,1995-07-05 08:02:06,gkgz3,2023-04-06 01:50:05
40059,40059,1995-07-05 08:02:06,gkgz4,2023-04-06 01:50:05
60,60,1986-06-07 15:59:31,tplu,1975-05-28 15:43:12
10060,10060,1986-06-07 15:59:31,tplu1,1975-05-28 15:43:12
20060,20060,1986-06-07 15:59:31,tplu2,1975-05-28 15:43:12
30060,30060,1986-06-07 15:59:31,tplu3,1975-05-28 15:43:12
40060,40060,1986-06-07 15:59:31,tplu4,1975-05-28 15:43:12
61,61,1971-09-07 19:09:26,gxaq,2000-04-25 07:26:04
10061,10061,1971-09-07 19:09:26,gxaq1,2000-04-25 07:26:04
20061,20061,1971-09-07 19:09:26,gxaq2,2000-04-25 07:26:04
30061,30061,1971-09-07 19:09:26,gxaq3,2000-04-25 07:26:04
40061,40061,1971-09-07 19:09:26,gxaq4,2000-04-25 07:26:04
62,62,1986-03-14 13:49:15,qmdo,2005-10-03 10:30:49
10062,10062,1986-03-14 13:49:15,qmdo1,2005-10-03 10:30:49
20062,20062,1986-03-14 13:49:15,qmdo2,2005-10-03 10:30:49
30062,30062,1986-03-14 13:49:15,qmdo3,2005-10-03 10:30:49
40062,40062,1986-03-14 13:49:15,qmdo4,2005-10-03 10:30:49
63,63,1982-07-31 18:11:20,evfd,2016-01-06 21:35:14
10063,10063,1982-07-31 18:11:20,evfd1,2016-01-06 21:35:14
20063,20063,1982-07-31 18:11:20,evfd2,2016-01-06 21:35:14
30063,30063,1982-07-31 18:11:20,evfd3,2016-01-06 21:35:14
40063,40063,1982-07-31 18:11:20,evfd4,2016-01-06 21:35:14
64,64,2011-05-30 06:25:57,geng,2012-03-23 14:07:52
10064,10064,2011-05-30 06:25:57,geng1,2012-03-23 14:07:52
20064,20064,2011-05-30 06:25:57,geng2,2012-03-23 14:07:52
30064,30064,2011-05-30 06:25:57,geng3,2012-03-23 14:07:52
40064,40064,2011-05-30 06:25:57,geng4,2012-03-23 14:07:52
65,65,2021-09-15 02:15:27,simd,1984-12-17 18:17:52
10065,10065,2021-09-15 02:15:27,simd1,1984-12-17 18:17:52
20065,20065,2021-09-15 02:15:27,simd2,1984-12-17 18:17:52
30065,30065,2021-09-15 02:15:27,simd3,1984-12-17 18:17:52
40065,40065,2021-09-15 02:15:27,simd4,1984-12-17 18:17:52
66,66,2025-12-20 04:13:35,vjed,1973-11-26 11:34:22
10066,10066,2025-12-20 04:13:35,vjed1,1973-11-26 11:34:22
20066,20066,2025-12-20 04:13:35,vjed2,1973-11-26 11:34:22
30066,30066,2025-12-20 04:13:35,vjed3,1973-11-26 11:34:22
40066,40066,2025-12-20 04:13:35,vjed4,1973-11-26 11:34:22
67,67,1975-04-26 11:10:34,yajo,2024-05-03 02:31:02
10067,10067,1975-04-26 11:10:34,yajo1,2024-05-03 02:31:02
20067,20067,1975-04-26 11:10:34,yajo2,2024-05-03 02:31:02
30067,30067,1975-04-26 11:10:34,yajo3,2024-05-03 02:31:02
40067,40067,1975-04-26 11:10:34,yajo4,2024-05-03 02:31:02
68,68,1994-08-02 07:22:26,avuk,1996-11-28 03:10:52
10068,10068,1994-08-02 07:22:26,avuk1,1996-11-28 03:10:52
20068,20068,1994-08-02 07:22:26,avuk2,1996-11-28 03:10:52
30068,30068,1994-08-02 07:22:26,avuk3,1996-11-28 03:10:52
40068,40068,1994-08-02 07:22:26,avuk4,1996-11-28 03:10:52
69,69,1999-10-28 05:52:33,xjtx,2019-07-30 17:10:56
10069,10069,1999-10-28 05:52:33,xjtx1,2019-07-30 17:10:56
20069,20069,1999-10-28 05:52:33,xjtx2,2019-07-30 17:10:56
30069,30069,1999-10-28 05:52:33,xjtx3,2019-07-30 17:10:56
40069,40069,1999-10-28 05:52:33,xjtx4,2019-07-30 17:10:56
70,70,2008-08-29 18:47:32,aqds,1970-11-04 11:13:20
10070,10070,2008-08-29 18:47:32,aqds1,1970-11-04 11:13:20
20070,20070,2008-08-29 18:47:32,aqds2,1970-11-04 11:13:20
30070,30070,2008-08-29 18:47:32,aqds3,1970-11-04 11:13:20
40070,40070,2008-08-29 18:47:32,aqds4,1970-11-04 11:13:20
71,71,1982-09-11 18:17:11,srbo,1974-12-30 06:56:49
10071,10071,1982-09-11 18:17:11,srbo1,1974-12-30 06:56:49
20071,20071,1982-09-11 18:17:11,srbo2,1974-12-30 06:56:49
30071,30071,1982-09-11 18:17:11,srbo3,1974-12-30 06:56:49
40071,40071,1982-09-11 18:17:11,srbo4,1974-12-30 06:56:49
72,72,1977-05-03 07:08:26,ypdd,2001-09-05 10:42:10
10072,10072,1977-05-03 07:08:26,ypdd1,2001-09-05 10:42:10
20072,20072,1977-05-03 07:08:26,ypdd2,2001-09-05 10:42:10
30072,30072,1977-05-03 07:08:26,ypdd3,2001-09-05 10:42:10
40072,40072,1977-05-03 07:08:26,ypdd4,2001-09-05 10:42:10
73,73,2025-08-24 02:51:09,cehy,1981-02-02 06:57:32
10073,10073,2025-08-24 02:51:09,cehy1,1981-02-02 06:57:32
20073,20073,2025-08-24 02:51:09,cehy2,1981-02-02 06:57:32
30073,30073,2025-08-24 02:51:09,cehy3,1981-02-02 06:57:32
40073,40073,2025-08-24 02:51:09,cehy4,1981-02-02 06:57:32
74,74,1994-02-06 03:18:44,ksgd,2005-06-07 05:57:09
10074,10074,1994-02-06 03:18:44,ksgd1,2005-06-07 05:57:09
20074,20074,1994-02-06 03:18:44,ksgd2,2005-06-07 05:57:09
30074,30074,1994-02-06 03:18:44,ksgd3,2005-06-07 05:57:09
40074,40074,1994-02-06 03:18:44,ksgd4,2005-06-07 05:57:09
75,75,2023-09-17 21:02:14,opcf,1991-04-19 00:16:52
10075,10075,2023-09-17 21:02:14,opcf1,1991-04-19 00:16:52
20075,20075,2023-09-17 21:02:14,opcf2,1991-04-19 00:16:52
30075,30075,2023-09-17 21:02:14,opcf3,1991-04-19 00:16:52
40075,40075,2023-09-17 21:02:14,opcf4,1991-04-19 00:16:52
76,76,1972-06-06 23:28:11,faoj,1995-11-05 10:02:52
10076,10076,1972-06-06 23:28:11,faoj1,1995-11-05 10:02:52
20076,20076,1972-06-06 23:28:11,faoj2,1995-11-05 10:02:52
30076,30076,1972-06-06 23:28:11,faoj3,1995-11-05 10:02:52
